Genes	CH01-06	CH01-14	CH01-22	CH01-38	CH03-04	CH03-15	CH03-33	CH05-01	CH05-06	CH05-07	CH05-09	CH05-14	CH05-21	CH05-29	CH07-04	CH07-06	CH07-08	CH07-11	CH07-24	CH09-02	CH09-13	CH09-28	CH10-08	CH10-11
M_mag.00g195410-v1.0.a1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195420-v1.0.a1	2	7	16	2	0	1	0	3	0	6	6	5	0	2	5	0	0	0	2	5	0	1	7	2
M_mag.00g195430-v1.0.a1	5	10	8	11	3	1	0	1	2	9	0	0	1	5	9	0	0	0	2	0	5	0	1	2
M_mag.00g195440-v1.0.a1	0	5	2	0	0	0	1	2	0	2	8	3	0	11	4	4	0	0	1	0	3	1	0	0
M_mag.00g195450-v1.0.a1	0	11	0	0	4	2	0	2	0	19	1	18	0	1	22	0	0	0	9	4	6	0	7	1
M_mag.00g195460-v1.0.a1	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0
M_mag.00g195470-v1.0.a1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
M_mag.00g195480-v1.0.a1	11	14	3	4	3	4	0	1	0	3	6	5	5	6	11	1	11	0	7	10	3	0	3	11
M_mag.00g195490-v1.0.a1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
M_mag.00g195500-v1.0.a1	13	34	17	13	2	7	0	5	15	38	9	21	1	5	38	2	1	14	1	8	9	10	17	26
M_mag.00g195510-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
M_mag.00g195520-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195530-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195540-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195550-v1.0.a1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
M_mag.00g195560-v1.0.a1	0	4	7	3	0	2	2	5	1	3	0	0	0	3	1	0	0	0	0	0	2	0	1	1
M_mag.00g195570-v1.0.a1	0	0	0	4	0	0	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	0	3	3
M_mag.00g195580-v1.0.a1	0	4	0	1	2	0	0	0	0	0	0	0	0	1	4	0	0	3	0	2	0	0	0	0
M_mag.00g195590-v1.0.a1	1	7	4	6	0	0	0	1	0	3	0	5	1	3	3	0	0	4	0	0	0	0	0	11
M_mag.00g195600-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0
M_mag.00g195610-v1.0.a1	0	10	9	9	1	2	0	4	8	10	0	22	3	16	8	1	0	0	0	8	4	0	2	9
M_mag.00g195620-v1.0.a1	0	0	0	1	0	2	0	0	3	4	1	0	0	0	0	0	1	0	1	0	1	1	0	1
M_mag.00g195630-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195640-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g195650-v1.0.a1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	6	0	0	1	0	0
M_mag.00g195660-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g195670-v1.0.a1	0	17	24	12	2	5	3	16	2	34	6	15	1	14	39	0	1	14	0	11	8	0	7	3
M_mag.00g195680-v1.0.a1	2	69	14	30	10	13	5	13	22	64	12	19	3	18	36	8	7	20	11	13	6	5	5	28
M_mag.00g195690-v1.0.a1	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0
M_mag.00g195700-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g195710-v1.0.a1	19	32	13	28	18	9	4	3	7	12	18	22	29	3	5	1	17	2	12	4	0	0	18	25
M_mag.00g195720-v1.0.a1	5	4	0	0	0	3	4	1	0	4	7	15	2	0	0	5	23	4	4	5	0	5	6	5
M_mag.00g195730-v1.0.a1	0	17	0	14	5	3	3	0	2	3	4	2	0	1	2	7	10	5	5	2	0	0	2	5
M_mag.00g195740-v1.0.a1	1	2	0	4	0	0	2	5	0	0	5	9	2	2	0	1	2	0	0	1	0	9	5	1
M_mag.00g195750-v1.0.a1	0	11	1	7	0	2	1	3	1	3	3	3	10	0	9	1	7	0	0	0	1	0	15	13
M_mag.00g195760-v1.0.a1	28	54	14	77	38	16	32	6	24	32	35	63	83	16	31	43	104	6	27	11	2	25	39	51
M_mag.00g195770-v1.0.a1	0	0	0	0	0	0	0	1	0	5	2	0	0	0	0	0	0	0	0	0	2	4	1	0
M_mag.00g195780-v1.0.a1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195790-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g195800-v1.0.a1	23	69	18	74	28	12	18	51	28	58	32	89	41	22	62	17	59	3	15	42	18	18	29	20
M_mag.00g195810-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195820-v1.0.a1	0	1	0	0	2	0	0	3	0	0	0	2	0	1	2	0	1	0	0	0	0	0	1	0
M_mag.00g195830-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195840-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195850-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195860-v1.0.a1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
M_mag.00g195870-v1.0.a1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195880-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M_mag.00g195890-v1.0.a1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
M_mag.00g195900-v1.0.a1	15	46	50	16	13	13	1	23	11	73	12	31	1	16	65	0	2	6	3	9	25	4	22	25
M_mag.00g195910-v1.0.a1	0	2	4	6	0	0	1	0	0	3	0	7	0	0	9	0	0	0	0	0	2	0	3	2
M_mag.00g195920-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0
M_mag.00g195930-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g195940-v1.0.a1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g195950-v1.0.a1	2	26	9	1	2	2	0	8	2	16	3	6	0	9	13	0	1	0	0	6	1	6	15	10
M_mag.00g195960-v1.0.a1	0	0	0	4	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0
M_mag.00g195970-v1.0.a1	0	15	0	2	0	0	0	8	0	5	3	7	0	4	4	1	1	0	0	2	4	1	3	5
M_mag.00g195980-v1.0.a1	3	7	19	11	1	2	0	12	0	20	3	2	2	11	9	0	0	0	3	0	5	3	1	6
M_mag.00g195990-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
M_mag.00g196000-v1.0.a1	1	1	0	0	0	0	0	1	0	6	0	0	1	0	6	0	0	0	0	3	4	0	3	1
M_mag.00g196010-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g196020-v1.0.a1	0	0	0	0	0	2	0	0	0	3	0	6	0	7	0	0	0	0	0	0	0	0	0	0
M_mag.00g196030-v1.0.a1	0	4	0	0	0	0	0	0	4	3	2	1	0	0	0	0	3	0	0	1	1	0	1	0
M_mag.00g196040-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196050-v1.0.a1	0	1	2	0	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0
M_mag.00g196060-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196070-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g196080-v1.0.a1	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
M_mag.00g196090-v1.0.a1	0	1	5	0	0	0	0	0	0	0	7	0	0	3	5	0	2	0	0	0	0	0	0	0
M_mag.00g196100-v1.0.a1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0
M_mag.00g196110-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g196120-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196130-v1.0.a1	4	26	15	28	0	1	0	13	6	45	48	45	4	41	52	6	3	0	3	22	17	20	14	24
M_mag.00g196140-v1.0.a1	10	40	13	27	16	6	4	29	9	109	16	25	1	32	60	2	0	9	5	32	21	13	12	20
M_mag.00g196150-v1.0.a1	18	20	50	32	13	17	3	18	16	46	4	27	0	40	56	1	1	0	0	18	5	8	24	12
M_mag.00g196160-v1.0.a1	11	21	33	10	7	2	0	28	12	31	19	26	1	39	43	3	0	2	4	28	20	1	3	12
M_mag.00g196170-v1.0.a1	0	0	0	5	0	1	0	0	0	1	0	8	0	5	4	0	0	0	0	4	1	0	2	0
M_mag.00g196180-v1.0.a1	0	0	0	0	1	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	1	0
M_mag.00g196190-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
M_mag.00g196200-v1.0.a1	10	41	19	16	0	2	0	9	12	11	8	17	0	31	32	1	9	2	1	10	18	16	23	6
M_mag.00g196210-v1.0.a1	3	22	3	9	1	10	0	14	4	33	14	15	0	34	36	0	4	6	8	17	3	20	19	11
M_mag.00g196220-v1.0.a1	0	6	2	3	0	0	0	5	1	4	4	2	0	0	2	0	0	0	0	6	0	1	2	0
M_mag.00g196230-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g196240-v1.0.a1	5	15	9	0	1	7	0	6	2	5	7	14	3	8	16	1	1	4	0	5	1	1	5	3
M_mag.00g196250-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g196260-v1.0.a1	3	15	4	9	5	0	0	10	6	18	9	4	0	16	21	1	7	2	1	4	4	5	4	8
M_mag.00g196270-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0
M_mag.00g196280-v1.0.a1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	3	0	0	0	0
M_mag.00g196290-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	0	0	0	0	0	0	1	0
M_mag.00g196300-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M_mag.00g196310-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0
M_mag.00g196320-v1.0.a1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196330-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196340-v1.0.a1	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g196350-v1.0.a1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M_mag.00g196360-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
M_mag.00g196370-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
M_mag.00g196380-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g196390-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g196400-v1.0.a1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g196410-v1.0.a1	0	42	22	11	4	9	1	39	10	76	14	34	2	57	102	1	1	19	4	23	24	14	26	29
M_mag.00g196420-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g196430-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196440-v1.0.a1	2	25	9	0	4	0	0	12	11	8	16	5	1	15	13	1	2	7	0	1	2	3	15	4
M_mag.00g196450-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	1	0
M_mag.00g196460-v1.0.a1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M_mag.00g196470-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g196480-v1.0.a1	6	12	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	2	1	5	0	0	3
M_mag.00g196490-v1.0.a1	1	1	2	0	1	1	3	1	0	2	0	0	0	0	1	2	0	0	0	2	0	1	3	1
M_mag.00g196500-v1.0.a1	3	4	18	0	0	5	0	4	0	0	2	1	0	9	5	0	0	9	2	0	3	4	1	0
M_mag.00g196510-v1.0.a1	0	8	3	4	0	2	0	4	3	8	2	4	0	7	7	0	0	5	0	1	0	3	3	4
M_mag.00g196520-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196530-v1.0.a1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196540-v1.0.a1	4	39	19	14	5	0	2	9	11	4	4	6	5	4	4	10	0	5	18	11	16	7	10	13
M_mag.00g196550-v1.0.a1	0	0	0	0	0	0	0	0	0	3	2	1	0	0	1	2	0	0	2	0	0	0	0	0
M_mag.00g196560-v1.0.a1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M_mag.00g196570-v1.0.a1	2	1	0	4	4	1	0	1	0	1	0	0	0	3	1	1	0	1	0	2	8	2	0	4
M_mag.00g196580-v1.0.a1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196590-v1.0.a1	14	29	6	15	4	13	0	9	10	40	7	19	3	18	34	13	1	3	5	22	11	3	12	6
M_mag.00g196600-v1.0.a1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
M_mag.00g196610-v1.0.a1	0	0	0	0	0	4	5	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0
M_mag.00g196620-v1.0.a1	0	3	0	0	0	0	19	0	0	1	2	7	2	0	0	9	5	0	6	0	0	1	5	0
M_mag.00g196630-v1.0.a1	7	10	14	3	3	2	1	12	6	10	15	5	1	4	30	0	0	0	3	4	4	6	9	4
M_mag.00g196640-v1.0.a1	0	2	0	0	1	0	0	0	0	2	0	3	0	0	0	4	1	0	0	0	0	0	0	0
M_mag.00g196650-v1.0.a1	9	36	0	7	4	8	11	6	5	13	4	26	34	13	5	0	1	4	10	13	16	16	18	7
M_mag.00g196660-v1.0.a1	5	21	15	33	5	24	8	9	1	4	16	26	15	13	7	11	34	6	16	0	0	0	2	3
M_mag.00g196670-v1.0.a1	1	9	9	13	16	7	0	8	9	8	22	13	14	3	2	12	9	7	17	6	5	3	8	10
M_mag.00g196680-v1.0.a1	0	2	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	1
M_mag.00g196690-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196700-v1.0.a1	646	1371	892	1091	499	399	109	844	725	1828	380	548	164	433	1450	215	131	1006	282	611	519	186	577	1349
M_mag.00g196710-v1.0.a1	1	11	4	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	3	0	4	0
M_mag.00g196720-v1.0.a1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0
M_mag.00g196730-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g196740-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196750-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196760-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196770-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
M_mag.00g196780-v1.0.a1	0	2	0	0	0	0	0	0	0	3	0	2	0	1	2	0	0	0	6	0	1	0	3	0
M_mag.00g196790-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196800-v1.0.a1	0	0	0	0	0	1	0	0	0	1	3	1	0	2	3	0	0	1	0	0	2	0	0	3
M_mag.00g196810-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
M_mag.00g196820-v1.0.a1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g196830-v1.0.a1	0	6	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g196840-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196850-v1.0.a1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196860-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g196870-v1.0.a1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	75	1	0	0	0	2
M_mag.00g196880-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	30	0	0	0	0	0
M_mag.00g196890-v1.0.a1	11	22	20	18	6	4	0	22	8	51	9	27	0	18	70	0	5	0	5	33	15	3	14	28
M_mag.00g196900-v1.0.a1	0	6	0	2	3	0	0	2	0	5	1	2	0	1	7	0	0	4	0	0	0	0	4	10
M_mag.00g196910-v1.0.a1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M_mag.00g196920-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g196930-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196940-v1.0.a1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196950-v1.0.a1	0	3	0	0	0	3	0	2	1	6	1	4	0	0	6	0	0	1	0	0	2	0	7	1
M_mag.00g196960-v1.0.a1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9	0	0	0	0	0	0	0	0	0
M_mag.00g196970-v1.0.a1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
M_mag.00g196980-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g196990-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197000-v1.0.a1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197010-v1.0.a1	0	5	0	1	2	0	1	4	0	7	2	5	0	2	13	3	0	0	0	0	3	0	7	1
M_mag.00g197020-v1.0.a1	0	0	0	5	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197030-v1.0.a1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0
M_mag.00g197040-v1.0.a1	0	2	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	1	0
M_mag.00g197050-v1.0.a1	0	13	23	2	1	0	2	1	1	0	4	8	5	0	1	0	1	6	0	3	2	0	6	0
M_mag.00g197060-v1.0.a1	0	5	0	0	0	0	2	7	0	1	0	0	0	3	0	14	13	40	14	0	0	32	0	0
M_mag.00g197070-v1.0.a1	3	10	13	17	1	14	46	29	4	18	8	0	4	6	5	89	28	295	54	1	2	35	1	14
M_mag.00g197080-v1.0.a1	0	1	0	3	4	0	4	1	0	1	3	0	0	0	1	0	6	27	9	1	0	4	0	0
M_mag.00g197090-v1.0.a1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197100-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	1	0	0
M_mag.00g197110-v1.0.a1	4	5	4	26	11	7	10	12	6	7	2	3	8	0	6	1	3	3	11	8	3	2	13	0
M_mag.00g197120-v1.0.a1	0	3	5	0	0	0	2	0	0	1	2	1	0	1	3	0	0	0	0	0	0	0	0	3
M_mag.00g197130-v1.0.a1	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	4	0	0	2	0	0	0
M_mag.00g197140-v1.0.a1	1	4	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197150-v1.0.a1	0	3	0	0	4	0	0	0	0	6	0	0	0	5	1	0	0	0	1	0	0	0	0	1
M_mag.00g197160-v1.0.a1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197170-v1.0.a1	1	1	2	19	2	1	0	3	0	4	1	0	0	4	15	0	0	0	0	3	7	0	1	0
M_mag.00g197180-v1.0.a1	2	6	4	2	2	1	0	1	1	4	0	3	1	7	8	1	2	2	2	3	1	4	2	8
M_mag.00g197190-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197200-v1.0.a1	0	8	4	1	0	0	0	0	0	2	1	1	3	1	3	0	5	1	0	0	0	6	0	0
M_mag.00g197210-v1.0.a1	0	0	0	0	0	1	0	1	0	3	2	3	0	2	3	0	0	0	0	0	0	0	0	0
M_mag.00g197220-v1.0.a1	0	6	7	16	1	3	13	1	2	2	1	5	8	10	7	0	8	1	4	1	3	0	8	5
M_mag.00g197230-v1.0.a1	5	9	9	15	14	25	1	16	5	5	10	11	4	9	4	4	2	1	1	5	2	0	14	6
M_mag.00g197240-v1.0.a1	9	26	9	22	19	5	14	7	26	3	22	23	25	9	2	21	11	2	14	7	3	0	17	7
M_mag.00g197250-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197260-v1.0.a1	0	2	0	1	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g197270-v1.0.a1	9	60	64	38	14	14	5	62	38	133	56	94	11	99	155	14	8	26	14	55	42	23	54	27
M_mag.00g197280-v1.0.a1	6	17	22	22	8	8	0	15	10	26	20	32	4	29	37	1	0	4	7	23	10	2	22	3
M_mag.00g197290-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
M_mag.00g197300-v1.0.a1	2	0	3	0	0	0	6	0	0	0	1	3	0	4	0	0	0	0	0	0	2	4	0	5
M_mag.00g197310-v1.0.a1	1	0	0	8	0	0	0	0	0	0	4	0	0	0	3	0	6	0	1	0	0	0	0	0
M_mag.00g197320-v1.0.a1	7	20	16	25	8	10	13	18	6	14	22	15	10	23	45	6	26	23	8	12	19	2	23	15
M_mag.00g197330-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g197340-v1.0.a1	2	1	3	0	0	1	4	0	0	7	9	0	4	1	9	16	16	31	8	0	3	8	0	4
M_mag.00g197350-v1.0.a1	0	7	0	4	0	1	2	4	0	5	6	0	0	3	7	0	0	21	0	2	0	6	0	0
M_mag.00g197360-v1.0.a1	0	8	4	2	3	1	9	0	0	1	20	0	1	4	0	5	9	18	8	1	7	7	9	2
M_mag.00g197370-v1.0.a1	4	11	3	20	0	2	0	2	3	1	3	7	3	2	2	4	10	12	8	2	2	5	10	1
M_mag.00g197380-v1.0.a1	0	5	2	0	0	0	0	2	1	1	0	2	0	12	9	0	0	2	0	1	1	0	1	2
M_mag.00g197390-v1.0.a1	7	4	0	2	0	0	0	8	1	14	6	2	3	4	8	0	3	0	0	0	2	2	2	3
M_mag.00g197400-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g197410-v1.0.a1	0	1	4	0	1	1	0	3	0	1	3	0	0	0	2	0	0	0	0	2	0	0	0	0
M_mag.00g197420-v1.0.a1	0	0	0	0	0	2	0	3	0	2	3	0	0	0	5	0	0	3	0	1	1	1	2	2
M_mag.00g197430-v1.0.a1	0	0	0	0	5	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0
M_mag.00g197440-v1.0.a1	14	117	62	17	11	26	51	32	13	53	61	38	13	20	18	68	53	243	80	27	42	24	21	11
M_mag.00g197450-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g197460-v1.0.a1	2	16	10	6	7	1	1	19	2	24	1	24	4	15	26	0	0	0	9	3	2	1	6	8
M_mag.00g197470-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
M_mag.00g197480-v1.0.a1	0	7	0	4	0	1	0	2	0	1	3	0	0	2	5	0	0	0	0	3	0	8	2	0
M_mag.00g197490-v1.0.a1	1	18	1	15	1	8	1	2	3	19	5	1	2	3	12	0	0	0	3	4	3	2	1	6
